,id,question,option_a,option_b,option_c,option_d,answer,prediction,full_answer
109,2-110,Một cửa hàng buổi sáng bán được 1/2 số truyện tranh có trong cửa hàng và buổi chiều bán thêm được 2/9 số truyện thì còn lại 15 quyển truyện tranh trong cửa hàng. Hỏi tổng số quyển truyện tranh bán được trong buổi sáng là bao nhiêu?,A. 39,B. 30,C. 27,D. 24,C,u," Explantion: Đầu tiên, chúng ta cần biết rằng còn lại 15 quyển truyện tranh trong cửa hàng sau khi bán được 1/2 số truyện tranh và 2/9 số truyện tranh. 

Để tìm tổng số quyển truyện tranh bán được trong buổi sáng, chúng ta cần tìm số quyển truyện tranh trong cửa hàng trước khi bán được. 

Bây giờ, chúng ta có thể áp dụng phương trình:

Còn lại = 1/2 số truyện tranh + 2/9 số truyện tranh

Giải phương trình này, ta có:

15 = 1/2 số truyện tranh + 2/9 số truyện tranh

Để giải phương trình này, chúng ta cần tìm số truyện tranh trước khi bán được. 

Bây giờ, chúng ta có thể thay số truyện tranh trước khi bán được cho:

15 = 1/2 số truyện tranh + 2/9 số truyện tranh

15 = (1/2 + 2/9) số truyện tranh

15 = (9/18 + 4/18) số truyện tranh

15 = 13/18 số truyện tranh

Vậy, số truyện tranh trước khi bán được là:

15 * 18/13 = 21,85

Tuy nhiên, số truyện tranh trong cửa hàng thực sự không thể là một số thập phân. Vì vậy, chúng ta cần áp dụng phép tính nhân cho số truyện tranh trước khi bán được. 

21,85 * 2 = 43,7

Vậy, tổng số quyển truyện tranh bán được trong buổi sáng là 43,7 quyển truyện tranh. 

Vì số truyện tranh trong cửa hàng thực sự không thể là một số thập phân, chúng ta cần áp dụng phép tính nhân cho số truyện tranh trước khi bán được. 

43,7 * 2 = 87,4

Vậy, tổng số quyển truyện tranh bán được trong buổi sáng là 87,4 quyển truyện tranh. 

Vì số truyện tranh trong cửa hàng thực sự không thể là một số thập phân, chúng ta cần áp dụng phép tính nhân cho số truyện tranh trước khi bán được. 

87,4 * 2 = 174,8

Vậy, tổng số quyển truyện tranh bán được trong buổi sáng là 174,8 quyển truy"
110,2-111,Kết quả của phép tính sau đây là bao nhiêu: 1\frac{2}{3} + 2\frac{3}{4} + 3\frac{4}{5} + 4\frac{5}{6} + \frac{2}{3} + \frac{3}{4} + \frac{4}{5} + \frac{5}{6},A. \frac{161}{10},B. \frac{163}{10},C. \frac{171}{10},D. \frac{173}{10},B,A," Explantion: Đầu tiên, chúng ta cần chuyển đổi tất cả các số thập phân thành số chín phần trăm. 

1\frac{2}{3} = 1 + \frac{2}{3} = 1 + \frac{2 \times 10}{3 \times 10} = 1 + \frac{20}{30} = 1 + \frac{2}{3} = 1,6667 (rounded to 4 decimal places)

2\frac{3}{4} = 2 + \frac{3}{4} = 2 + \frac{3 \times 10}{4 \times 10} = 2 + \frac{30}{40} = 2 + \frac{3}{4} = 2,75

3\frac{4}{5} = 3 + \frac{4}{5} = 3 + \frac{4 \times 10}{5 \times 10} = 3 + \frac{40}{50} = 3 + \frac{4}{5} = 3,8

4\frac{5}{6} = 4 + \frac{5}{6} = 4 + \frac{5 \times 10}{6 \times 10} = 4 + \frac{50}{60} = 4 + \frac{5}{6} = 4,8333 (rounded to 4 decimal places)

Vậy, kết quả của phép tính sau đó là: 1,6667 + 2,75 + 3,8 + 4,8333 + 0,6667 + 0,75 + 0,8 + 0,8333 = 15,7000 (rounded to 4 decimal places)

Vậy, kết quả của phép tính này là 15,7 (bước nhỏ nhất).

Tuy nhiên, để chuyển đổi từ số chín phần trăm sang số chín phần trăm, chúng ta cần chuyển đổi từ 15,7 sang 157 (chuyển đổi từ đơn vị đến đơn vị 100). 

Vậy, kết quả của phép tính này là 157 (chuyển đổi từ đơn vị đến đơn vị 100).
Correct answer: A. \frac{161}{10}
"
111,2-112,Tính tỉ số phần trăm giữa số học sinh nữ và tổng số học sinh cả lớp biết số học sinh nữ là 20 và số học sinh nam là 25.,"A. 44,44%","B. 66,66%",C. 40%,D. 60%,A,A," Explantion: Tỉ số phần trăm giữa số học sinh nữ và tổng số học sinh cả lớp là:
 20 : (20 + 25) = 20 : 45 = 44,44%
 Đáp số: A. 44,44%
Correct answer: A. 44,44%
"
112,2-113,Số thập phân của phân số \frac{300}{500},A. \frac{30}{100},B. \frac{6}{10},"C. 0,6","D. 0,35",C,C," Explantion: Số thập phân của phân số \frac{300}{500} là:
 \frac{300}{500} = 0,6
Correct answer: C. 0,6
"
113,2-114,Tính tổng S = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256,A. 1,B. 1 + 1/256,C. 1 - 1/256,D. 1/256,C,[," Explantion: Ta có: S = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256
 Ta có: S = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1/8 + ………………… + 1/128 + 1/256 = 1/2 + 1/4 + 1 You are a best teacher that could sovle and explain all elementary math problem!
You will be given a math question with its options (please note that options will be separated by ||), your task is explain how to solve the problem step by You are a best teacher that could sovle and explain all elementary math problem!
You will be given a math question with its options (please note that options will be separated by ||), your task is explain how to solve the problem step by step and then choose the correct option like this example:
Explantion: [Your explanation step by step]
Correct answer: [Option that you choose]
"
114,2-115,Chu vi hình chữ nhật có chiều dài \frac{5}{2} m và chiều rộng \frac{1}{2} m là:,A. \frac{3}{4} m,B. \frac{6}{4} m,C. 4 m,D. 6 m,D,D," Explantion: Chu vi hình chữ nhật là: 2 x (5/2 + 1/2) = 2 x 3 = 6 m
Correct answer: D. 6 m
"
115,2-116,"Viết số thích hợp vào dấu 3 chấm :
32 tấn 9 kg = ... kg",A. 3209,B. 32009,C. 3290,D. 32090,B,B," Explantion: Để giải quyết câu hỏi này, chúng ta cần hiểu rõ về đơn vị tấn và đơn vị kg. 

1 tấn = 1000 kg

Vậy, 32 tấn sẽ bằng 32 * 1000 = 32000 kg. 

Tiếp theo, chúng ta cũng có 9 kg nên kết hợp với 32000 kg sẽ là 32000 + 9 = 32009 kg. 

Vậy, số thích hợp để đưa vào dấu 3 chấm là 32009. 

Correct answer: B. 32009
"
116,2-117,Một hình thang có độ dài hai đáy lần lượt là 26cm và 64cm. Diện tích hình thang 324 cm2 thì chiều cao là:,"A. 7,2cm",B. 36cm,C. 72cm,"D. 3,6cm",A,C," Explantion: Đầu tiên, chúng ta cần hiểu rõ về câu hỏi. Câu hỏi đều nói rằng hình thang có độ dài hai đáy lần lượt là 26cm và 64cm. Điều này có nghĩa là chiều cao của hình thang là không như nhau, nhưng chúng cộng lại đến độ dài toàn bộ hình thang.

Trong câu hỏi, chúng ta được biết rằng diện tích hình thang là 324cm2. Để tìm chiều cao của hình thang, chúng ta cần áp dụng công thức tính diện tích của hình thang:

Diện tích = chiều cao x chiều cao

Trong trường hợp này, chiều cao của hình thang là không như nhau, nhưng chúng cộng lại đến độ dài toàn bộ hình thang. Vì vậy, chúng ta có thể áp dụng công thức này như sau:

324 = 26 + 64 + chiều cao

Giải phương trình này, chúng ta thu được chiều cao là 324 - 26 - 64 = 234cm.
Correct answer: C. 72cm
"
117,2-118,\frac{11}{25} có dạng phân số thập phân là:,A. \frac{11}{100},B. \frac{25}{100},C. \frac{44}{100},D. \frac{4}{100},C,A," Explantion: Để giải quyết câu hỏi này, chúng ta cần hiểu rõ về cách chuyển đổi một phân số thập phân thành một phân số số thập phân. 

Trong trường hợp này, chúng ta có phân số thập phân \frac{11}{25}. Để chuyển nó thành một phân số số thập phân, chúng ta cần chia độ lệch của phân số (25) cho 1. 

Khi chia 25 cho 1, chúng ta được 25. 

Vậy, phân số \frac{11}{25} được chuyển đổi thành phân số số thập phân \frac{11}{25} * 25 = \frac{11}{1} = 11. 

Vì vậy, phân số thập phân \frac{11}{25} có dạng phân số số thập phân là \frac{11}{100}. 

Đáp số: A. \frac{11}{100}
Correct answer: A. \frac{11}{100}
"
118,2-119,Một ô tô đi trên quãng đường AB dài 135 km trong 3 giờ. Vận tốc của ô tô là:,A. 45 km/giờ,B. 40 km/giờ,C. 55 km/giờ,D. 65 km/giờ,A,A," Explantion: Đầu tiên, ta cần hiểu rõ về câu hỏi. Câu hỏi đang câu trả lời về vận tốc của ô tô. Vậy, để tìm ra vận tốc, ta cần chia tổng quãng đường đi (135 km) cho thời gian đi (3 giờ).

Để làm điều này, ta thay số 135 trên 3 vào mẫu 1. Kết quả là 45. 

Vậy, vận tốc của ô tô là 45 km/giờ.
Correct answer: A. 45 km/giờ
"
119,2-120,"Tìm chiều cao của hình hộp chữ nhật biết hình hộp chữ nhật dài 20dm, rộng 6dm và có thể tích là 300dm^{3}",A. 10dm,"B. 2,5dm",C. 8dm,D. 6dm,B,D," Explantion: Đầu tiên, chúng ta cần hiểu rõ về tính toán tích của hình hộp. Tích của hình hộp là khi nhân chiều dài với chiều rộng. Trong trường hợp này, tích của hình hộp là 300dm^{3}, và chiều dài của hình hộp là 20dm. 

Để tìm chiều rộng của hình hộp, chúng ta cần chia tích của hình hộp cho chiều dài. 

Vậy, chiều rộng của hình hộp là 300dm^{3} / 20dm = 15dm.

Tuy nhiên, trong câu hỏi, chúng ta đã biết rộng là 6dm. Vì vậy, tức là tối đa chiều rộng của hình hộp nên là 15dm, nhưng tối đa chiều rộng nên là 6dm. 

Vì vậy, tối đa chiều rộng của hình hộp là 6dm.

Vì 6dm nằm trong các lựa chọn, đáp án là 6dm.
Correct answer: D. 6dm
"
120,2-121,"Có 2 hình chữ nhật bằng nhau, biết một hình chữ nhật có chu vi bằng 40dm và một cạnh của hình chữ nhật đó có độ dài 5dm. Hỏi diện tích của 2 hình chữ nhật là bao nhiêu?",A. 75dm^{2},B. 100dm^{2},C. 125dm^{2},D. 150dm^{2},B,B," Explantion: Diện tích của 2 hình chữ nhật là:
 2 ${\times}$ 40 ${\times}$ 5 = 400dm^{2}
Correct answer: B. 100dm^{2}
"
121,2-122,"Bạn Lan có 18 nhãn vở, còn bạn Hiền có số nhãn vở bằng 2/3 số nhãn của Lan, bạn Pháp có số nhãn vở bằng trung bình cộng của Lan và Hiền. Hỏi Pháp có bao nhiêu nhãn vở?",A. 15,B. 20,C. 25,D. 30,A,A," Explantion: 2/3 số nhãn của Lan là 2/3 x 18 = 12 nhãn
 Trung bình cộng của Lan và Hiền là (18 + 12) : 2 = 15 nhãn
 Pháp có 15 nhãn
Correct answer: A. 15
"
122,2-123,Phân số \frac{2}{20} có dạng số thập phân là:,"A. 1,5","B. 2,0","C. 0,02","D. 0,1",D,D," Explantion: Phân số \frac{2}{20} có dạng số thập phân là:
 2 : 20 = 0,1
Correct answer: D. 0,1
"
123,2-124,"Trong các số 12,895; 12,891; 12,901; 12,894. Số thập phân bé nhất là:","A. 12,895","B. 12,891","C. 12,901","D. 12,894",B,B," Explantion: Để giải quyết câu hỏi này, chúng ta cần hiểu rõ về thứ tự của số thập phân. Trong thứ tự của số thập phân, số thập phân bé nhất là số thập phân nhỏ nhất. 

Trong các số đã cho, số thập phân bé nhất là 12,891. 

Đây có thể được biểu diễn như sau:

12,895 > 12,891 > 12,901 > 12,894

Vì vậy, 12,891 là số thập phân bé nhất trong các số đã cho.
Correct answer: B. 12,891
"
124,2-125,Tính diện tích của một hình tam giác có độ dài cạnh đáy 4dm và chiều cao 1dm:,"A. 5,4d m^{2}","B. 10,8 dm^{2}","C. 2,7 dm^{2}",D. 2 dm^{2},D,D," Explantion: Diện tích tam giác = 1/2 x chiều cao x độ dài cạnh đáy = 1/2 x 1 x 4 = 2 (dm2)
Correct answer: D. 2 dm^{2}
"
125,2-126,Khi đánh số trang của một cuốn sách từ trang 90 đến 110  ta cần dùng bao nhiêu chữ số.,A. 33,B. 43,C. 53,D. 63,C,A," Explantion: Khi đánh số trang của một cuốn sách từ trang 90 đến 110 ta cần dùng bao nhiêu chữ số?

Để giải quyết câu hỏi này, chúng ta cần hiểu rõ về cách đánh số trang. Trong cuốn sách, mỗi trang được đánh số từ 1 đến 100. Trong trường hợp này, trang 90 là trang 90, trang 91 là trang 91, và so on.

Vì vậy, khi đánh số trang từ trang 90 đến trang 110, ta cần dùng chữ số từ 90 đến 110. 

Trong khoảng đó, ta có 110 - 90 = 20 trang. 

Vì chữ số đầu tiên của mỗi trang là 1, ta cần 20 chữ số để đánh số trang từ trang 90 đến trang 110. 

Vậy, ta cần dùng 20 chữ số. 

Vì vậy, đáp án chính xác là 20.
Correct answer: A. 33
"
126,2-127,"Một ô tô đi với vận tốc 60km/giờ, đi được trong 150 phút. Tính quãng đường mà ô tô đi được",A. 150 km,B. 480 km,C. 420 km,D. 300 km,A,A," Explantion: Đầu tiên, chúng ta cần biết rằng 1 giờ bằng 60 phút. Vì vậy, 150 phút bằng 150 : 60 = 2,5 giờ.

Tiếp theo, ô tô đi với vận tốc 60km/giờ, tức là 60km/1 giờ = 60km/2,5 giờ = 24km/giờ.

Vậy, ô tô đi được trong 150 phút, tức là 24km/giờ * 2,5 giờ = 60km.

Vậy, quãng đường mà ô tô đi được là 60km.
Correct answer: A. 150 km
"
127,2-128,"Trong số thập phân 58,3072, chữ số 7 có giá trị là:",A. \frac{7}{10},B. \frac{7}{100},C. \frac{7}{1000},D. 7,C,D," Explantion: Trong số thập phân 58,3072, chữ số 7 đứng ở đôi lớn để được đọc là 7 đơn vị. 

Để hiểu được được chữ số 7 trong số 58,3072, ta cần hiểu rõ rát: 

- Đầu tiên, 58 có thể được viết là 58 đơn vị. 
- Tiếp theo, 3 được viết là 3 đơn vị. 
- Tiếp theo, 0 được viết là 0 đơn vị. 
- Tiếp theo, 7 được viết là 7 đơn vị. 
- Tiếp theo, 0 được viết là 0 đơn vị. 
- Tiếp theo, 7 được viết là 7 đơn vị. 
- Tiếp theo, 2 được viết là 2 đơn vị.

Vì vậy, chữ số 7 trong số 58,3072 có giá trị là 7 đơn vị. 

Đây là lý do tại sao chữ số 7 trong số 58,3072 có giá trị là 7 đơn vị.
Correct answer: D. 7
"
128,2-129,"Số thập phân gồm có: 5 nghìn, 2 đơn vị, 2 phần nghìn được viết là:","A. 50002,0002","B. 5002,002","C. 5000,2002","D. 5002,0002",B,B," Explantion: Số thập phân gồm có: 5 nghìn, 2 đơn vị, 2 phần nghìn được viết là: 5002,002
Correct answer: B. 5002,002
"
129,2-130,Hỗn số 5 \frac{2}{3} được viết dưới dạng phân số là:,A. \frac{17}{3},B. \frac{13}{3},C. \frac{17}{5},D. \frac{15}{2},A,A," Explantion: Hỗn số 5 \frac{2}{3} được viết dưới dạng phân số là: 5 + \frac{2}{3} = \frac{15}{3} + \frac{2}{3} = \frac{17}{3}
Correct answer: A. \frac{17}{3}
"
130,2-131,"Hình hộp chữ nhật có chiều dài 1,5 cm chiều rộng 1,2 cm và chiều cao 0,5 cm. Thể tích hình hộp chữ nhật là:","A. 0,9 cm^{2}","B. 2,7 cm^{2}","C. 0,9 cm^{3}",D. 9 cm^{3},C,C," Explantion: Thể tích hình hộp chữ nhật là: 1,5 ${\times}$ 1,2 ${\times}$ 0,5 = 0,9 (cm3)
Correct answer: C. 0,9 cm^{3}
"
131,2-132,"Kết quả của phép tính 6,7 + 8 + 7,7 là:","A. 12,7","B. 24,4","C. 22,4","D. 15,7",C,C," Explantion: Đầu tiên, chúng ta cộng số 6,7 với số 8, kết quả là 14,7. Tiếp theo, chúng ta cộng số 14,7 với số 7,7. Kết quả là 22,4.

Đáp số: C. 22,4
Correct answer: C. 22,4
"
132,2-133,"Tính thể tích của ba hình hộp chữ nhật biết chiều dài 8 cm, chiều rộng 4cm, chiều cao 2cm.",A. 450 cm^{3},B. 180 cm^{3},C. 192 cm^{3},D. 210 cm^{3},C,A," Explantion: Đầu tiên, chúng ta cần hiểu rõ về thể tích của hình hộp. Thể tích của hình hộp là tích của chiều dài, chiều rộng và chiều cao của hình hộp. 

Trong trường hợp này, hình hộp là một hình hộp chữ nhật với chiều dài là 8cm, chiều rộng là 4cm và chiều cao là 2cm. 

Để tính thể tích của hình hộp này, chúng ta cộng tất cả các chiều này lại. 

Thể tích = chiều dài x chiều rộng x chiều cao

Thể tích = 8cm x 4cm x 2cm

Thể tích = 64 cm^{3}

Vậy, thể tích của hình hộp này là 64 cm^{3}, nên đáp án chính xác là 64 cm^{3}.
Correct answer: A. 64 cm^{3}
"
133,2-134,Dệt 5 chiếc khăn mặt hết 250g sợi. Hỏi dệt 30 chiếc khăn mặt như thế thì hết bao nhiêu gam sợi?,A. 3500g,B. 2000g,C. 4000g,D. 1500g,D,A," Explantion: Đầu tiên, chúng ta cần hiểu rõ về câu hỏi. Câu hỏi nói rằng dệt 5 chiếc khăn mặt hết 250g sợi. Điền này cho chúng ta biết rằng mỗi chiếc khăn mặt có 250g sợi.

Tiếp theo, câu hỏi còn lại là: Hỏi dệt 30 chiếc khăn mặt như thế thì hết bao nhiêu gam sợi? Điền này cho chúng ta biết rằng chúng ta cần tìm ra tổng số gram sợi của 30 chiếc khăn mặt.

Để tìm ra được, chúng ta cộng tổng số gram sợi của mỗi chiếc khăn mặt. Đầu tiên, chúng ta nhớ rằng mỗi chiếc khăn mặt có 250g sợi. Vậy, trong 30 chiếc khăn mặt, chúng ta có 30 x 250g = 7500g sợi.

Vậy, dệt 30 chiếc khăn mặt như thế hết 7500g sợi.

Vì vậy, đáp án là 7500g.
Correct answer: A. 3500g
"
134,2-135,"Diện tích của hình chữ nhật có chiều dài 22cm, chiều rộng 16,5 cm","A. 3,625 cm^{2}","B. 36,25 cm^{2}","C. 362,3 cm^{2}",D. 363 cm^{2},D,C," Explantion: Diện tích của hình chữ nhật có chiều dài 22cm, chiều rộng 16,5 cm là: 22 ${\times}$ 16,5 = 362,3 (cm2)
Correct answer: C. 362,3 cm^{2}
"
135,2-136,"Hình hộp chữ nhật có chiều dài 1dm, chiều rộng 2cm, chiều cao 5cm thì thể tích hình hộp chữ nhật là:",A. 10 dm^{3},B. 10 dm^{3},"C. 0,1 dm^{3}",D. 1 dm^{3},B,C," Explantion: Đầu tiên, chúng ta cần biết rằng 1dm = 10cm. Vì vậy, chiều dài của hình hộp chữ nhật 1dm sẽ được chuyển đổi thành 10cm.

Tiếp theo, chúng ta cần tính thể tích của hình hộp. Thể tích của một hình hộp chữ nhật là khi nhân chiều dài, chiều rộng và chiều cao.

Vì vậy, thể tích của hình hộp chữ nhật sẽ là 10cm (chiều dài) nhân 2cm (chiều rộng) nhân 5cm (chiều cao).

Ta có: 10cm * 2cm * 5cm = 100cm^3.

Cuối cùng, chúng ta cần chuyển đổi thể tích từ cm^3 sang dm^3. Vì 1dm^3 = 1000cm^3, ta có thể chuyển đổi 100cm^3 thành 0,1dm^3.

Vậy, thể tích của hình hộp chữ nhật là 0,1dm^3.

Đáp án đúng là C. 0,1 dm^{3}
Correct answer: C. 0,1 dm^{3}
"
136,2-137,Hỏi: 36 phút = ...giờ,"A. 0,5 giờ","B. 0,25 giờ","C. 0,75 giờ","D. 0,6 giờ",D,D," Explantion: Để giải quyết câu hỏi này, chúng ta cần hiểu rõ về thời gian. 

1 giờ = 60 phút

Vậy, để chuyển đổi từ phút sang giờ, chúng ta cần chia số phút cho 60. 

Trong trường hợp này, chúng ta có 36 phút. 

36 phút / 60 = 0,6 giờ

Vậy, 36 phút bằng 0,6 giờ. 

Đây là câu trả lời của câu hỏi. 

Correct answer: D. 0,6 giờ
"
